StudentID,Regular,Extra,Priority,LimitedView,ScreenOnly
60604826,7,10,7,0,10
60464172,7,10,7,0,10
60500488,7,10,7,0,10
60476837,7,11,7,0,11
60468728,7,11,7,0,11
60631230,7,12,7,0,12
60465975,7,13,7,0,13
60464264,7,13,7,0,13
60468048,7,13,7,0,13
60465982,7,13,7,0,13
60465130,7,13,7,0,13
60566286,7,13,7,0,13
60483653,7,13,7,0,13
60470236,7,13,7,0,13
60638150,7,14,7,0,14
60469874,7,14,7,0,14
60464742,7,14,7,0,14
60515191,7,14,7,0,14
60654682,7,14,7,0,14
60468464,7,15,7,0,15
60467552,7,15,7,0,15
60468360,7,15,7,0,15
60472786,7,15,7,0,15
60469651,7,16,7,0,16
60466607,7,16,7,0,16
60470617,7,16,7,0,16
60482659,7,18,7,0,18
60469857,7,18,7,0,18
60468699,7,18,7,0,18
60465194,7,18,7,0,18
60468074,7,18,7,0,18
60468716,7,20,7,0,20
60468390,7,20,7,0,20
60470083,7,20,7,0,20
60464796,7,20,7,0,20
60468068,7,20,7,0,20
60546086,7,20,7,0,20
60466150,7,20,7,0,20
60519044,7,20,7,0,20
60479011,7,20,7,0,20
60466818,7,20,7,0,20
60479760,7,20,7,0,20
60464214,7,23,7,0,23
60465125,7,23,7,0,23
60464073,7,23,7,0,23
60464282,7,23,7,0,23
60464313,7,24,7,0,24
60578461,7,25,7,0,25
60465029,7,30,7,0,30
60473215,7,30,7,0,30
60464390,7,35,7,0,35
60464258,7,35,7,0,35
60473201,7,50,7,0,50
